term,n_T,n_ST,p_T,p_ST,ll,category
www entrepris,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
id xe,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
deactivatetask messag,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
editori error,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
enclos draft,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
text nfor,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
defin architectur,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
approv ls,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nthe deadlin,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nthe correl,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
process network,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
object chang,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xe nif,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
prose refer,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
multipl simultan,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
long email,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
text describ,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
take account,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
admf provis,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
servic ts,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
tablet smartphon,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
attach updat,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
li nhello,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
rde xc,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
iovieno nverzonden,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ni send,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
jason mark,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
meet nwith,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ni incorpor,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
mms claus,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
win work,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
tini editori,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
principl xe,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
n- mms,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
fals map,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
mdf address,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
intercept user,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nmanfr -----urspr,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nregulierungsbeh xc,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
suggest clarifi,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
sa list,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
correct interpret,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
alf alf,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
epdg select,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
send complet,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
version submiss,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nluke mark,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
refer data,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
bt nsubject,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
gerald vf-group,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
alex xe,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nat end,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
generat generat,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ue initi,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
sch xc,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nde courbon,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
simultan intercept,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
invit sa,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ls back,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ensur technic,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
ngerd nam,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
note establish,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
discuss point,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
claus number,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
sprint nsent,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
server nthank,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
li data,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
communic target,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
server initi,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
mdf task,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xb rde,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
mdf send,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
claus note,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
basic question,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
behalf jeff,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xbcr telekommunik,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xe ctrigger,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
request target,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
approv nit,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
role respons,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
meet comput,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
agre correl,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nthank nselvam,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
org https,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
updat asn,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
subject law,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
meet find,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
function due,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nfor reason,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
happi defer,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
jg agre,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
detect poi,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nation paramet,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
detail possibl,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
exch ncc,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
meet cr,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
condit attribut,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
rout request,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
end report,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
document n-,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
pgw epdg,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
origin mms,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nsubject tr,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
group chat,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
question mind,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
wednesday nto,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
support ue,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
includ na,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
comput tablet,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
question add,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
tf requir,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
access point,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
br alex,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
url https-,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
canterburi envoy,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xiri smf,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
iri-tf correl,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
gsi gov,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
thursday march,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
bilca ngesendet,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
contribut meet,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
discuss take,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
nno problem,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
xiri nnag,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
knowledg servic,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
descript tabl,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
perman id,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
messag reason,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
claus cr,0.0,4500.0,0.0,0.7019185774450164,-51.596806953326734,S\T
agre descript,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
behalf luke,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nobjet tr,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
requir add,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
make meet,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
entrepris gouv,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
alex nthe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
ncorrel number,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cover scenario,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
-e-a rcs,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
continu li,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
chang pdu,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nfrom tyler,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cr stage,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
bt alex,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
jul alexand,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
case target,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
comment explain,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
-- verum,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
lemf lemf,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
sur sein,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
ts support,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
xe condit,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
sms content,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
function iri-poi,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
xcc includ,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
fulli defin,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
voic servic,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
threegpp ts,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
add figur,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
bp ivri,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
support n-,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
rel- onward,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
leav open,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
type ipv,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nthank advanc,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
propos nag,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
generat noffic,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
taylor nsent,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
tyler jason,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
mms client,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nfrom adrian,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
xe cdirect,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nfs handl,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
integr comment,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
chat group,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
refer xe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
reserv nthis,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
paramet asn,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
record cc,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
crs need,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nrapporteur ts,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
mdf forward,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
sep rao,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
accept mark,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
locat determin,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
registr request,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
ts asn,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
sein cedex,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
issu oid,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
task iri,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
add confus,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
architectur make,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
name ts,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
contribut upload,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
turn intercept,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
sx lif,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
ts includ,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
remain involv,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
top mms,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cr nregard,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
target activ,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
inform mdf,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
network origin,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
discuss comment,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
relat rcs,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
question tf,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
inact activ,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
earlier discuss,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
comment xe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
fens cced,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
move meet,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nhi nwe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cr don,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
rizzo mailto,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
store mmbox,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nthe detail,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nto bonner,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
meet invit,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
approach xiri,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nalex n--,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
annex normat,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
notic e-mail,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
feel modifi,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
xe miss,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
point xe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
li rcs,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nhi nenclos,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nfor activatetask,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
network network,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
remov xe,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
text provid,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
modul number,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
termin end,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
session session,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
work fine,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
wast time,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cc requir,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
end pdu,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
requir nregard,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
mention tabl,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
updat forg,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
ivri sur,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
geograph area,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nhi martin,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
wasn obvious,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
object propos,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
editori correct,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
cced rue,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
xa bp,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
suspend resum,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
submiss sa,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
nhi maurizio,0.0,4600.0,0.0,0.7175167680549056,-51.617371095357214,S\T
miss chang,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
cc-tf provis,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ts nhello,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nalex nit,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
work procedur,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
store draft,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
aux communic,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
jean-pasc nthank,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
messag report,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
xa fens,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
charl cm,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
editori pick,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
barb xc,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
emerg call,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
mittwoch septemb,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
group run,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
verum fasciculorum,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
centr black,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
run sa,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
rue barb,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
regist meet,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
mailto eric,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
wouldn xe,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
revis number,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
whatsoev creat,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ndear deleg,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
state requir,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
home rout,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
awar ue,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
cr state,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
present admf,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
group includ,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nall npleas,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nag tyler,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
requir trigger,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
issu sa,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
correl header,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
group e-mail,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
cr fix,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
messag trigger,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
respons trigger,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
poi inform,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
mar xc,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
direct communic,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
base task,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
relat messag,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
note li,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nthere way,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nalex leadbeat,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
consid option,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nenclos draft,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
start session,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
person point,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
report case,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ts inform,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
electroniqu de,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
martin soroa,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
dynam trigger,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
present meet,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
e-a inbox,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
deadlin comment,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
scenario nag,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
guid principl,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ts don,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
en communic,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
text write,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
inform annex,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
function introduc,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
mdf lemf,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
claus singl,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
thing remov,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
record asn,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nmani nmark,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
communic electroniqu,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ntel ne-mail,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
smf smf,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
propos revis,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ve put,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
agreement approach,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
approv ndear,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nf trigger,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
publish spec,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
org meetingcalendar,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
nmark mon,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
version base,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
includ propos,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
li start,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
soroa xc,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
adam --,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
general approach,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
case iri,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
ctabl payload,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
comment implement,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
origin parti,0.0,4700.0,0.0,0.7331149586647948,-51.63748229343713,S\T
